no_municipio_prova,co_municipio_prova,sg_uf_prova,nome_uf_prova,regiao_nome_prova,nota_cn_ciencias_da_natureza,nota_lc_linguagens_e_codigos,nota_mt_matematica,nota_redacao,tp_status_redacao
Maranguape,2307700,CE,Ceará               ,Nordeste    ,496.7,510.7,484.0,440.0,Sem problemas                                     
Manaus,1302603,AM,Amazonas            ,Norte       ,,,,,Missing - Sem informação                          
Lauro de Freitas,2919207,BA,Bahia               ,Nordeste    ,,,,,Missing - Sem informação                          
Rio de Janeiro,3304557,RJ,Rio de Janeiro      ,Sudeste     ,,,,,Missing - Sem informação                          
Palmeira dos Índios,2706307,AL,Alagoas             ,Nordeste    ,500.7,523.9,551.6,460.0,Sem problemas                                     
Rio de Janeiro,3304557,RJ,Rio de Janeiro      ,Sudeste     ,,585.9,,0.0,Texto insuficiente                                
Wenceslau Braz,4128500,PR,Paraná              ,Sul         ,,,,,Missing - Sem informação                          
São Paulo,3550308,SP,São Paulo           ,Sudeste     ,,,,,Missing - Sem informação                          
Carpina,2604007,PE,Pernambuco          ,Nordeste    ,,,,,Missing - Sem informação                          
Orobó,2609709,PE,Pernambuco          ,Nordeste    ,434.9,492.9,444.6,480.0,Sem problemas                                     
Fortaleza,2304400,CE,Ceará               ,Nordeste    ,428.9,532.9,493.4,660.0,Sem problemas                                     
Belém,1501402,PA,Pará                ,Norte       ,428.0,458.5,396.7,360.0,Sem problemas                                     
Frutal,3127107,MG,Minas Gerais        ,Sudeste     ,612.9,485.5,638.2,780.0,Sem problemas                                     
Rio de Janeiro,3304557,RJ,Rio de Janeiro      ,Sudeste     ,,,,,Missing - Sem informação                          
Floriano,2203909,PI,Piauí               ,Nordeste    ,447.5,448.1,375.6,480.0,Sem problemas                                     
São Paulo,3550308,SP,São Paulo           ,Sudeste     ,362.1,411.2,466.4,420.0,Sem problemas                                     
Embu-Guaçu,3515103,SP,São Paulo           ,Sudeste     ,484.7,523.6,417.6,540.0,Sem problemas                                     
Salvador,2927408,BA,Bahia               ,Nordeste    ,395.3,411.7,504.2,460.0,Sem problemas                                     
Cáceres,5102504,MT,Mato Grosso         ,Centro-Oeste,,,,,Missing - Sem informação                          
Rio das Ostras,3304524,RJ,Rio de Janeiro      ,Sudeste     ,478.7,526.0,416.8,520.0,Sem problemas                                     
Presidente Figueiredo,1303536,AM,Amazonas            ,Norte       ,510.0,504.9,458.5,560.0,Sem problemas                                     
Barreiras,2903201,BA,Bahia               ,Nordeste    ,,,,,Missing - Sem informação                          
Teófilo Otoni,3168606,MG,Minas Gerais        ,Sudeste     ,,,,,Missing - Sem informação                          
Recife,2611606,PE,Pernambuco          ,Nordeste    ,465.1,367.6,445.6,760.0,Sem problemas                                     
Benevides,1501501,PA,Pará                ,Norte       ,,547.7,,420.0,Sem problemas                                     
Queimados,3304144,RJ,Rio de Janeiro      ,Sudeste     ,493.1,510.2,407.3,460.0,Sem problemas                                     
Rio de Janeiro,3304557,RJ,Rio de Janeiro      ,Sudeste     ,489.8,549.0,394.4,520.0,Sem problemas                                     
Sobral,2312908,CE,Ceará               ,Nordeste    ,567.0,614.5,468.3,520.0,Sem problemas                                     
Ibicaraí,2912103,BA,Bahia               ,Nordeste    ,526.4,490.0,445.7,880.0,Sem problemas                                     
Ipatinga,3131307,MG,Minas Gerais        ,Sudeste     ,,,,,Missing - Sem informação                          
Salvador,2927408,BA,Bahia               ,Nordeste    ,621.0,564.7,789.7,840.0,Sem problemas                                     
Presidente Dutra,2109106,MA,Maranhão            ,Nordeste    ,432.1,426.7,388.9,440.0,Sem problemas                                     
Recife,2611606,PE,Pernambuco          ,Nordeste    ,342.9,360.4,424.5,380.0,Sem problemas                                     
Goiânia,5208707,GO,Goiás               ,Centro-Oeste,555.5,569.5,633.9,780.0,Sem problemas                                     
São Luís,2111300,MA,Maranhão            ,Nordeste    ,,,,,Missing - Sem informação                          
Manaus,1302603,AM,Amazonas            ,Norte       ,379.9,454.7,407.1,520.0,Sem problemas                                     
Santo Antônio de Jesus,2928703,BA,Bahia               ,Nordeste    ,475.4,512.3,634.8,800.0,Sem problemas                                     
Cuiabá,5103403,MT,Mato Grosso         ,Centro-Oeste,,,,,Missing - Sem informação                          
Pouso Alegre,3152501,MG,Minas Gerais        ,Sudeste     ,535.0,565.9,569.5,860.0,Sem problemas                                     
José de Freitas,2205508,PI,Piauí               ,Nordeste    ,455.7,507.7,507.8,580.0,Sem problemas                                     
São Paulo,3550308,SP,São Paulo           ,Sudeste     ,521.3,486.1,392.2,620.0,Sem problemas                                     
Olinda,2609600,PE,Pernambuco          ,Nordeste    ,,,,,Missing - Sem informação                          
Santa Rosa,4317202,RS,Rio Grande do Sul   ,Sul         ,649.4,659.3,810.4,920.0,Sem problemas                                     
Rio Real,2927002,BA,Bahia               ,Nordeste    ,480.4,504.2,517.0,880.0,Sem problemas                                     
Florianópolis,4205407,SC,Santa Catarina      ,Sul         ,507.0,600.5,599.2,900.0,Sem problemas                                     
Beberibe,2302206,CE,Ceará               ,Nordeste    ,,,,,Missing - Sem informação                          
Campinas,3509502,SP,São Paulo           ,Sudeste     ,453.3,508.3,389.7,580.0,Sem problemas                                     
Guarulhos,3518800,SP,São Paulo           ,Sudeste     ,462.6,522.9,516.5,620.0,Sem problemas                                     
Manaus,1302603,AM,Amazonas            ,Norte       ,568.4,520.9,584.7,580.0,Sem problemas                                     
São Caetano do Sul,3548807,SP,São Paulo           ,Sudeste     ,552.8,516.3,582.4,780.0,Sem problemas                                     
Fortaleza,2304400,CE,Ceará               ,Nordeste    ,497.2,462.9,509.4,520.0,Sem problemas                                     
Abaetetuba,1500107,PA,Pará                ,Norte       ,355.0,495.8,511.2,600.0,Sem problemas                                     
Presidente Epitácio,3541307,SP,São Paulo           ,Sudeste     ,,,,,Missing - Sem informação                          
Vinhedo,3556701,SP,São Paulo           ,Sudeste     ,394.1,457.1,449.2,580.0,Sem problemas                                     
Tabatinga,1304062,AM,Amazonas            ,Norte       ,,,,,Missing - Sem informação                          
Erechim,4307005,RS,Rio Grande do Sul   ,Sul         ,472.3,622.0,601.2,820.0,Sem problemas                                     
Campos Sales,2302701,CE,Ceará               ,Nordeste    ,582.4,588.4,460.7,800.0,Sem problemas                                     
Passos,3147907,MG,Minas Gerais        ,Sudeste     ,570.8,614.4,712.3,0.0,Em Branco                                         
Inhapim,3130903,MG,Minas Gerais        ,Sudeste     ,454.5,562.0,503.3,680.0,Sem problemas                                     
Belo Horizonte,3106200,MG,Minas Gerais        ,Sudeste     ,545.4,529.5,559.2,820.0,Sem problemas                                     
Sorocaba,3552205,SP,São Paulo           ,Sudeste     ,562.0,584.0,693.8,660.0,Sem problemas                                     
Joinville,4209102,SC,Santa Catarina      ,Sul         ,593.8,594.4,649.8,880.0,Sem problemas                                     
Itaberaí,5210406,GO,Goiás               ,Centro-Oeste,,,,,Missing - Sem informação                          
Tucano,2931905,BA,Bahia               ,Nordeste    ,,,,,Missing - Sem informação                          
Brasília,5300108,DF,Distrito Federal    ,Centro-Oeste,,,,,Missing - Sem informação                          
Petrolina,2611101,PE,Pernambuco          ,Nordeste    ,389.5,530.4,547.9,620.0,Sem problemas                                     
Belo Horizonte,3106200,MG,Minas Gerais        ,Sudeste     ,,,,,Missing - Sem informação                          
Teresina,2211001,PI,Piauí               ,Nordeste    ,449.4,539.2,431.0,520.0,Sem problemas                                     
Recife,2611606,PE,Pernambuco          ,Nordeste    ,529.5,478.4,384.6,360.0,Sem problemas                                     
Araguaína,1702109,TO,Tocantins           ,Norte       ,,,,,Missing - Sem informação                          
Picos,2208007,PI,Piauí               ,Nordeste    ,485.1,529.1,489.2,580.0,Sem problemas                                     
Rio de Janeiro,3304557,RJ,Rio de Janeiro      ,Sudeste     ,,,,,Missing - Sem informação                          
João Pessoa,2507507,PB,Paraíba             ,Nordeste    ,471.0,569.5,474.4,640.0,Sem problemas                                     
Porto Velho,1100205,RO,Rondônia            ,Norte       ,502.5,525.4,621.9,680.0,Sem problemas                                     
Natal,2408102,RN,Rio Grande do Norte ,Nordeste    ,516.0,567.6,555.4,860.0,Sem problemas                                     
Mesquita,3302858,RJ,Rio de Janeiro      ,Sudeste     ,417.4,492.9,497.7,380.0,Sem problemas                                     
Paulínia,3536505,SP,São Paulo           ,Sudeste     ,411.7,542.1,477.6,600.0,Sem problemas                                     
Araçatuba,3502804,SP,São Paulo           ,Sudeste     ,566.6,551.7,495.0,480.0,Sem problemas                                     
Unaí,3170404,MG,Minas Gerais        ,Sudeste     ,,,,,Missing - Sem informação                          
Paulo Afonso,2924009,BA,Bahia               ,Nordeste    ,460.0,404.1,425.0,540.0,Sem problemas                                     
Petrópolis,3303906,RJ,Rio de Janeiro      ,Sudeste     ,571.4,598.5,649.7,600.0,Sem problemas                                     
São João del Rei,3162500,MG,Minas Gerais        ,Sudeste     ,,623.1,,520.0,Sem problemas                                     
Rolim de Moura,1100288,RO,Rondônia            ,Norte       ,459.4,484.6,479.3,460.0,Sem problemas                                     
São Mateus,3204906,ES,Espírito Santo      ,Sudeste     ,596.8,613.7,679.7,860.0,Sem problemas                                     
Taubaté,3554102,SP,São Paulo           ,Sudeste     ,593.7,633.5,743.0,920.0,Sem problemas                                     
Paço do Lumiar,2107506,MA,Maranhão            ,Nordeste    ,521.0,504.1,500.1,400.0,Sem problemas                                     
Guanambi,2911709,BA,Bahia               ,Nordeste    ,,,,,Missing - Sem informação                          
Machado,3139003,MG,Minas Gerais        ,Sudeste     ,560.2,599.1,457.4,900.0,Sem problemas                                     
Rio de Janeiro,3304557,RJ,Rio de Janeiro      ,Sudeste     ,609.6,577.8,641.0,940.0,Sem problemas                                     
Itabuna,2914802,BA,Bahia               ,Nordeste    ,389.0,452.2,388.4,760.0,Sem problemas                                     
Rio Largo,2707701,AL,Alagoas             ,Nordeste    ,407.0,445.0,412.1,560.0,Sem problemas                                     
Redenção,1506138,PA,Pará                ,Norte       ,606.5,561.3,746.9,940.0,Sem problemas                                     
Osório,4313508,RS,Rio Grande do Sul   ,Sul         ,362.3,452.8,444.0,420.0,Sem problemas                                     
Porto Alegre,4314902,RS,Rio Grande do Sul   ,Sul         ,421.4,435.4,411.2,440.0,Sem problemas                                     
São Gonçalo,3304904,RJ,Rio de Janeiro      ,Sudeste     ,,,,,Missing - Sem informação                          
